Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
free sample of invoice,25,25,30,69,3.49,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.63,45200000,"[0,0,0,19,4,4,2,0,4,4,1,1]",2025-12-27,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
create paystub online free,30,30,390,38,10.56,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.92,2170000,"[72,21,100,14,17,39,14,17,39,39,32,39]",2025-12-27,"Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
create paystub online free,31,31,390,38,10.56,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.92,2170000,"[72,21,100,14,17,39,14,17,39,39,32,39]",2025-12-27,"Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
creating an invoice for free,46,46,40,50,6.86,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.86,150000000,"[42,42,19,3,11,19,11,11,7,0,15,7]",2026-01-17,"Video, Ads top, Ads bottom, People also ask, Related searches",commercial,Organic
create free check stubs,27,27,170,47,9.37,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.86,11700000,"[17,23,28,28,12,17,35,43,35,66,100,66]",2025-11-28,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches","commercial, informational",Organic
web design invoice sample,74,74,70,12,12.54,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.13,9,"[34,26,26,26,42,34,26,26,26,26,19,19]",2025-11-24,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
web design invoice sample,84,84,70,12,12.54,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.13,9,"[34,26,26,26,42,34,26,26,26,26,19,19]",2025-11-24,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
it invoice sample,39,39,30,37,4.44,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.46,67800000,"[100,18,18,18,18,18,18,18,18,18,18,18]",2025-12-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
sample business plan for daycare,47,47,40,19,5.95,https://www.xero.com/us/templates/business-plan-template/daycare/,0,0,0.00,0.41,1050000,"[33,22,11,33,44,55,55,44,22,77,100,44]",2025-12-12,"Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sample business plan for daycare,49,49,40,19,5.95,https://www.xero.com/us/templates/business-plan-template/daycare/,0,0,0.00,0.41,1050000,"[33,22,11,33,44,55,55,44,22,77,100,44]",2025-12-12,"Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how to make a medical bill receipt,51,51,40,21,4.76,https://www.xero.com/us/templates/invoice-template/medical-template/,0,0,0.00,0.73,129000000,"[64,64,11,64,11,11,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Featured snippet, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums",informational,Organic
free paystub creator,26,26,260,53,8.47,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.92,82800,"[53,53,43,53,53,66,66,66,100,82,66,53]",2025-12-24,"Sitelinks, Video, Related searches","commercial, informational",Organic
example of payroll check stub,13,13,170,26,3.17,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.41,4640000,"[44,15,23,9,15,29,36,15,44,9,19,23]",2026-01-17,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Ads middle, AI overview","commercial, informational",Organic
personal bill format,55,55,110,64,3.21,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,1,188000000,"[42,66,42,52,33,42,100,80,66,33,52,66]",2025-12-29,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
bill generator software free,53,53,70,59,9.10,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.64,14300000,"[21,21,28,28,21,21,28,43,21,15,21,12]",2025-11-29,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches",commercial,Organic
free quote generator,31,31,590,42,4.54,https://www.xero.com/us/templates/quote-generator/,0,0,0.00,0.52,173000000,"[59,100,59,88,59,72,39,72,59,72,39,48]",2025-12-18,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
employee timesheets template,25,25,30,42,7.17,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.63,349000,"[18,18,18,18,18,18,18,18,18,100,18,18]",2026-01-10,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
invoice forms template,34,34,70,58,3.51,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,1,32300000,"[33,33,52,19,0,4,4,33,52,23,52,33]",2025-12-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free quickbooks invoice templates,30,30,30,31,6.51,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.39,421000,"[40,40,100,40,80,80,40,40,40,40,80,40]",2025-12-24,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
create a receipt template,3,3,50,54,2.81,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.64,112000000,"[63,45,0,9,27,36,63,45,63,81,100,81]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Image pack
create a receipt template,12,12,50,54,2.81,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.64,112000000,"[63,45,0,9,27,36,63,45,63,81,100,81]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
reciept maker,8,8,2400,36,2.43,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.66,147000000,"[54,66,35,29,29,23,16,23,23,12,19,16]",2026-01-14,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Things to know",informational,People also ask
reciept maker,36,36,2400,36,2.43,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.66,147000000,"[54,66,35,29,29,23,16,23,23,12,19,16]",2026-01-14,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Things to know",informational,Organic
reciept maker,42,42,2400,36,2.43,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.66,147000000,"[54,66,35,29,29,23,16,23,23,12,19,16]",2026-01-14,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Things to know",informational,Organic
paystub for free,17,17,70,,8.28,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.86,3150000,"[35,28,35,50,21,28,35,64,78,100,50,50]",2026-01-20,"Sitelinks, Video, Related searches",commercial,Organic
business plan templates for small businesses,37,37,320,54,4.79,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.71,110000000,"[44,44,54,54,100,81,36,36,29,100,23,9]",2025-12-29,"Sitelinks, Video, Image, Ads bottom, Related searches, Discussions and forums",informational,Organic
business plan templates for small businesses,45,45,320,54,4.79,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.71,110000000,"[44,44,54,54,100,81,36,36,29,100,23,9]",2025-12-29,"Sitelinks, Video, Image, Ads bottom, Related searches, Discussions and forums",informational,Organic
hourly time sheet template,54,54,140,34,3.72,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.07,14600000,"[80,66,66,80,80,66,100,80,100,33,33,52]",2025-12-15,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
business financial statement forms free,13,13,40,26,4.96,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.64,1750000000,"[18,100,100,18,18,18,18,18,18,18,18,18]",2026-01-13,"Video, Ads bottom, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
payroll check stub template download,13,13,90,42,5.82,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.06,298000,"[29,52,52,82,100,41,52,52,29,23,29,82]",2025-12-01,"Sitelinks, Video, Related searches",informational,Organic
free invoices online printable,54,54,30,62,5.38,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.71,857000,"[0,0,0,35,50,50,64,35,0,7,7,7]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
paystubs maker,47,47,590,64,10.13,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.93,1400000,"[20,25,31,31,31,31,25,31,37,37,31,31]",2026-01-07,"Knowledge panel, Sitelinks, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
free adp pay stub generator,68,68,40,,5.06,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.84,244000,"[18,100,100,18,18,18,18,18,18,18,18,18]",2026-01-13,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
free adp pay stub generator,70,70,40,,5.06,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.84,244000,"[18,100,100,18,18,18,18,18,18,18,18,18]",2026-01-13,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
example income statement template,17,17,170,30,0.00,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.09,45900000,"[0,16,13,100,16,3,1,2,1,1,3,1]",2026-01-07,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
how to make paycheck stubs in quickbooks,72,72,70,28,15.62,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.74,55700,"[100,100,100,55,77,77,55,55,77,55,55,44]",2025-12-16,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to make paycheck stubs in quickbooks,90,90,70,28,15.62,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.74,55700,"[100,100,100,55,77,77,55,55,77,55,55,44]",2025-12-16,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
business plan example free download,9,9,210,62,4.89,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.64,683000000,"[13,30,13,6,30,10,24,13,10,8,24,13]",2026-01-16,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",commercial,Image pack
business plan example free download,55,55,210,62,4.89,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.64,683000000,"[13,30,13,6,30,10,24,13,10,8,24,13]",2026-01-16,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",commercial,Organic
receipt for money paid,14,14,320,29,1.63,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,1,249000000,"[36,45,36,13,24,20,20,16,8,10,20,24]",2025-12-23,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
blank receipt form,29,29,70,48,0.99,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,127000000,"[34,19,19,19,26,53,34,26,26,26,42,42]",2025-12-17,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
commercial invoice format,43,43,110,37,2.96,https://www.xero.com/us/templates/invoice-template/commercial-template/,0,0,0.00,0.64,65600000,"[5,4,7,4,5,5,5,5,5,16,4,5]",2025-12-29,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
paycheck stub example,26,26,480,34,3.18,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.19,20700000,"[16,8,16,20,36,100,55,45,13,100,36,24]",2025-12-07,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
receipt of payment word template,72,72,210,26,1.31,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.76,15100000,"[54,35,43,35,35,22,4,66,66,29,29,54]",2025-12-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
business quote maker,29,29,110,26,10.25,https://www.xero.com/us/templates/quote-generator/,0,0,0.00,0.11,144000000,"[53,28,28,34,21,21,21,21,21,15,34,81]",2025-12-23,"Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
quote sheet,19,19,390,22,4.71,https://www.xero.com/us/templates/quote-template/,0,0,0.00,0.6,357000000,"[44,44,66,66,100,100,66,54,66,54,81,54]",2026-01-02,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
how can i make a check stub,53,53,480,57,8.82,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.65,21700000,"[52,84,37,46,5,2,31,25,8,20,4,16]",2025-12-09,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
statement template for billing,14,14,210,31,3.92,https://www.xero.com/us/templates/billing-statement-template/,0,0,0.00,0.46,34300000,"[81,53,65,53,81,34,43,100,100,43,43,28]",2025-12-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
receipt payment template,12,12,40,47,1.54,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.87,108000000,"[0,0,7,7,7,7,7,0,3,11,53,100]",2025-12-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
make a receipt online free,26,26,170,46,3.84,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.66,503000000,"[54,43,35,43,22,22,29,22,43,18,35,35]",2025-12-19,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
free invoice template for construction,38,38,110,30,4.15,https://www.xero.com/us/templates/invoice-template/construction-template/,0,0,0.00,0.86,11200000,"[42,52,66,100,80,80,66,52,33,42,42,42]",2026-01-12,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
example balance sheet accounting,62,62,90,44,4.25,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.13,36900000,"[29,41,52,64,64,64,41,29,41,52,52,64]",2025-12-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
quickbooks online invoice generator,58,58,110,42,0.00,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.05,135000,"[0,0,0,0,5,11,35,44,100,15,8,5]",2026-01-18,"Sitelinks, Video, Ads bottom, People also ask, Related searches",navigational,Organic
basic expense report,47,47,70,30,6.86,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.17,108000000,"[77,55,55,55,100,100,77,55,55,55,33,77]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
create a free receipt,27,27,390,50,3.19,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.79,604000000,"[48,88,48,59,72,32,21,26,5,39,32,17]",2025-11-26,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches",commercial,Organic
create a free receipt,54,54,390,50,3.19,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.79,604000000,"[48,88,48,59,72,32,21,26,5,39,32,17]",2025-11-26,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches",commercial,Organic
fillable excel pay stub template,27,27,40,20,8.19,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.19,57200,"[15,15,21,15,15,15,12,15,12,6,6,6]",2025-12-08,"Sitelinks, Video, Image, Ads bottom, Related searches",commercial,Organic
commercial invoice for customs template,30,30,170,19,5.52,https://www.xero.com/us/templates/invoice-template/commercial-template/,0,0,0.00,0.55,10,"[35,28,35,43,43,35,35,43,82,35,43,100]",2025-11-19,"Image pack, Image, Ads bottom, People also ask, Related searches",informational,Organic
time sheet simple,38,38,110,43,4.75,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.99,1240000000,"[23,19,33,80,66,100,52,42,52,33,100,33]",2026-01-03,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
invoice templates free online,14,14,70,60,4.29,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.36,25500000,"[33,33,42,42,4,0,0,0,0,9,100,80]",2025-12-13,"Image pack, Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
how to make a paystub online,55,55,30,58,12.26,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.91,635000,"[28,42,0,0,71,57,71,100,42,28,14,57]",2025-12-20,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
charitable donation receipt,68,68,170,35,1.43,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,0.75,10900000,"[53,53,66,100,35,53,43,28,17,35,12,35]",2026-01-02,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
charitable donation receipt,69,69,170,35,1.43,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,0.75,10900000,"[53,53,66,100,35,53,43,28,17,35,12,35]",2026-01-02,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
